Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER,395200,4850 ZUCK ROAD,ERIE,Erie,2,1,22,0,95,3,1,0,42.071685,-80.120268
HAMILTON ARMS CENTER,395224,336 SOUTH WEST END AVENUE,LANCASTER,Lancaster,61,4,46,28,75,33,1,0,40.034388,-76.324575
BELAIR HEALTHCARE AND REHABILITATION CENTER,395208,100 LITTLE ROAD,LOWER BURRELL,Westmoreland,10,0,33,10,75,11,1,0,40.583129,-79.736716
WYOMISSING HEALTH AND REHABILITATION CENTER,395237,1000 EAST WYOMISSING BLVD,READING,Berks,60,5,17,13,83,27,21,0,40.322646,-75.948023
CHANDLER HALL HEALTH SERVICES,395305,99 BARCLAY STREET,NEWTOWN,Bucks,12,3,26,2,,11,1,0,40.220701,-74.941665
RIVER RUN HEALTHCARE AND REHABILITATION CENTER,395345,615 WYOMING AVENUE,KINGSTON,Luzerne,0,0,23,0,72,2,3,0,41.27046,-75.887723
BARNES-KASSON COUNTY HOSPITAL,395285,2872 TURNPIKE STREET,SUSQUEHANNA,Susquehanna,36,17,22,12,38,22,3,0,41.947372,-75.594016
MANORCARE HEALTH SERVICES-CHAMBERSBURG,395348,1070 STOUFFER AVENUE,CHAMBERSBURG,Franklin,45,47,30,15,146,11,58,0,39.916348,-77.649944
GREEN RIDGE CARE CENTER,395067,2741 BOULEVARD AVENUE,SCRANTON,Lackawanna,0,0,20,0,87,2,0,0,41.442118,-75.638409
GREENLEAF NURSING HOME AND CON,395047,400 SOUTH MAIN STREET,DOYLESTOWN,Bucks,3,0,9,2,110,8,1,0,40.302148,-75.128532
HAMPTON HOUSE,395249,1548 SANS SOUCI PARKWAY,WILKES BARRE,Luzerne,0,12,7,0,78,0,12,0,41.219761,-75.945193
"ORCHARDS OF SAXONBURG, LLC",395160,223 PITTSBURGH ST,SAXONBURG,Butler,0,13,6,0,56,1,0,0,40.746188000000004,-79.814288
WEXFORD HEALTHCARE CENTER,395300,9850 OLD PERRY HIGHWAY,WEXFORD,Allegheny,1,23,51,0,136,3,18,0,40.588435,-80.044389
WILLIAM HOOD DUNWOODY CARE CTR,395329,3500 WEST CHESTER PIKE,NEWTOWN SQUARE,Delaware,0,4,21,14,73,9,11,0,39.985013,-75.392656
SAYRE HEALTH CARE CENTER,395101,151 KEEFER LANE,SAYRE,Bradford,0,5,68,0,79,7,19,0,0,0
MEADOW VIEW HEALTHCARE AND REHABILITATION CENTER,395092,225 PARK STREET,MONTROSE,Susquehanna,0,0,28,0,54,0,0,0,41.826844,-75.884015
"GARDENS AT WEST SHORE, THE",395223,770 POPLAR CHURCH ROAD,CAMP HILL,Cumberland,38,65,31,20,176,7,77,0,40.257437,-76.920261
"GROVE AT GREENVILLE, THE",395158,110 FREDONIA ROAD,GREENVILLE,Mercer,8,0,1,0,120,2,0,0,41.392905,-80.357804
TRANSITIONS HEALTHCARE AUTUMN GROVE CARE CENTER,395248,555 SOUTH MAIN STREET,HARRISVILLE,Butler,0,0,0,0,93,0,0,0,41.128945,-80.008944
MANORCARE HEALTH SERVICES-SHADYSIDE,395251,5609 FIFTH AVENUE,PITTSBURGH,Allegheny,48,70,23,13,99,22,24,0,40.449537,-79.930615
BUFFALO VALLEY LUTHERAN VILLAG,395261,189 EAST TRESSLER BOULEVARD,LEWISBURG,Union,1,7,26,0,97,9,17,0,0,0
"GARDENS AT BLUE RIDGE, THE",395142,3625 NORTH PROGRESS AVE,HARRISBURG,Dauphin,,,,,,,,,40.319137,-76.857013
"BRYN MAWR TERRACE, THE",395095,773 EAST HAVERFORD ROAD,BRYN MAWR,Delaware,2,1,9,0,28,2,2,0,40.012594,-75.316248
"GARDENS AT GETTYSBURG, THE",395247,741 CHAMBERSBURG ROAD,GETTYSBURG,Adams,40,7,17,1,82,14,9,0,39.841057000000006,-77.258689
KINZUA HEALTHCARE AND REHABILITATION CENTER,395363,205 WATER STREET,WARREN,Warren,0,0,18,0,89,0,0,0,41.846359,-79.141585
BEAVER VALLEY HEALTHCARE AND REHABILITATION CENTER,395266,257 GEORGETOWN ROAD,BEAVER FALLS,Beaver,60,0,48,8,97,22,4,0,40.767303,-80.427775
FREY VILLAGE,395347,1020 NORTH UNION STREET,MIDDLETOWN,Dauphin,59,2,31,14,121,28,18,0,40.207423,-76.735503
GARDEN SPRING NURSING AND REHABILITATION CENTER,395077,1113 NORTH EASTON ROAD,WILLOW GROVE,Montgomery,12,1,9,4,132,6,1,0,40.157071,-75.122179
ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,395282,1412 LANSDOWNE AVENUE,DARBY,Delaware,56,8,25,5,166,4,1,0,39.925175,-75.267363
STONERIDGE TOWNE CENTRE,395343,7 WEST PARK AVENUE,MYERSTOWN,Lebanon,27,1,33,12,130,15,19,0,40.372092,-76.304192
PLEASANT ACRES REHABILITATION AND NURSING CENTER,395290,"118 PLEASANT ACRES RD,RD7",YORK,York,102,10,98,16,315,41,8,0,39.988676,-76.648179
ST JOSEPH'S MANOR (DBA ENTITY OF HRHS),395006,1616 HUNTINGDON PIKE,MEADOWBROOK,Montgomery,49,44,27,2,239,40,92,0,40.108367,-75.082316
ARISTACARE AT MEADOW SPRINGS,395019,845 GERMANTOWN PIKE,PLYMOUTH MEETING,Montgomery,12,3,28,4,134,30,0,0,40.125234,-75.293937
BERKS HEIM NURSING & REHABILITATION,395094,1011 BERKS ROAD,LEESPORT,Berks,117,23,129,40,308,59,23,0,40.37928,-76.01687
IMMACULATEMARYCENTER FOR REHABILITATION&HEALTHCARE,395338,2990 HOLME AVENUE,PHILADELPHIA,Philadelphia,135,87,78,33,205,24,31,1,40.056438,-75.029389
ELK HAVEN NURSING HOME,395341,785 JOHNSONBURG ROAD,SAINT MARYS,Elk,31,6,27,0,88,8,3,0,41.428066,-78.577431
BRETHREN VILLAGE,395328,3001 LITITZ PIKE,LANCASTER,Lancaster,15,2,47,7,99,12,2,0,0,0
ROSEWOOD GARDENS REHABILITATION AND NURSING CENTER,395052,146 MARPLE ROAD,BROOMALL,Delaware,59,11,114,33,124,34,2,0,39.984875,-75.357389
LANCASHIRE HALL,395205,2829 LITITZ PIKE,LANCASTER,Lancaster,109,68,62,31,160,97,32,0,40.10448,-76.305422
MANORCARE HEALTH SERVICES-POTTSVILLE,395344,420 PULASKI DRIVE,POTTSVILLE,Schuylkill,73,27,29,15,93,26,30,0,40.684831,-76.190033
"SUMMIT AT BLUE MOUNTAIN NURSING & REHAB CTR, THE",395276,211 NORTH 12TH STREET,LEHIGHTON,Carbon,8,0,14,0,72,4,1,0,40.832535,-75.726801
BROOMALL REHABILITATION AND NURSING CENTER,395078,50 NORTH MALIN ROAD,BROOMALL,Delaware,174,3,101,50,161,49,0,0,39.98655,-75.367181
DONAHOE MANOR,395221,136 DONAHOE MANOR ROAD,BEDFORD,Bedford,1,6,32,0,58,4,22,0,40.013712,-78.491135
SILVER STREAM NURSING AND REHABILITATION CENTER,395354,905 PENLLYN PIKE,SPRING HOUSE,Montgomery,17,13,32,0,80,3,3,0,40.182636,-75.23043
RIVERWOODS,395283,3201 RIVER ROAD,LEWISBURG,Union,0,9,2,0,120,4,69,0,40.979138,-76.8834
MOUNTAIN LAUREL HEALTHCARE AND REHABILITATION CTR,395331,700 LEONARD STREET,CLEARFIELD,Clearfield,0,0,41,0,153,1,0,0,41.022317,-78.410243
OAKWOOD HEALTHCARE & REHABILITATION CENTER,395110,2109 RED LION ROAD,PHILADELPHIA,Philadelphia,95,0,43,26,102,42,1,0,40.09618,-75.017044
ELLEN MEMORIAL HEALTH CARE CENTER,395357,23 ELLEN MEMORIAL LANE,HONESDALE,Wayne,0,0,21,0,93,0,1,0,41.585493,-75.279654
ABINGTON CREST HEALTHCAREANDREHABILITATION CENTER,395174,1267 SOUTH HILL ROAD,ERIE,Erie,20,5,4,3,38,29,19,0,42.065977,-80.074471
MIFFLIN CENTER,395138,500 EAST PHILADELPHIA AVENUE,SHILLINGTON,Berks,80,10,35,7,124,33,2,0,40.298964,-75.959478
"GARDENS AT YORK TERRACE, THE",395252,2401 WEST MARKET STREET,POTTSVILLE,Schuylkill,46,20,30,10,52,23,27,0,40.673512,-76.23107400000002
WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,395335,163 SUMMIT DRIVE,LEWISTOWN,Mifflin,16,41,42,0,106,3,40,0,40.621157,-77.568547
"MOUNTAIN VIEW, A NURSING AND REHABILITATION CENTE",395045,2050 TREVORTON ROAD,COAL TOWNSHIP,Northumberland,105,0,122,60,118,94,5,0,40.799362,-76.587203
RYDAL PARK OF PHILADELPHIA PRS,395321,1515 FAIRWAY,RYDAL,Montgomery,37,37,38,14,73,30,6,0,0,0
LOCUST GROVE RETIREMENT VILLAGE,395350,69 COTTAGE ROAD,MIFFLIN,Juniata,0,0,35,0,95,0,0,0,40.557013,-77.414728
ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE,395182,10400 ROOSEVELT AVENUE,PHILADELPHIA,Philadelphia,98,21,76,41,177,65,2,0,0,0
PLEASANT RIDGE MANOR EAST/WEST,395361,8300 WEST RIDGE ROAD,GIRARD,Erie,11,1,37,0,252,15,0,0,0,0
"GROVE AT NEW WILMINGTON, THE",395197,520 NEW CASTLE STREET,NEW WILMINGTON,Lawrence,20,1,22,6,82,23,7,0,41.114127,-80.335512
COLE PLACE,395228,1001 EAST SECOND STREET,COUDERSPORT,Potter,0,0,2,0,30,1,0,0,41.770667,-77.979741
CALVARY FELLOWSHIP HOMES INC,395349,502 ELIZABETH DRIVE,LANCASTER,Lancaster,0,2,3,0,43,12,5,0,40.062313,-76.294394
MORAVIAN MANOR,395325,300 WEST LEMON STREET,LITITZ,Lancaster,4,9,23,0,83,16,25,0,40.153063,-76.311849
OAKMONT CENTER FOR NURSING & REHABILITATION,395044,26 ANN STREET,OAKMONT,Allegheny,3,1,17,1,77,7,3,0,40.520788,-79.845971
HAVEN PLACE,395031,24 CREE DRIVE,LOCK HAVEN,Clinton,0,0,7,0,78,1,5,0,41.132812,-77.470183
WAYNE CENTER,395332,30 WEST AVENUE,WAYNE,Chester,66,2,50,17,86,14,2,0,40.045527,-75.389164
"PHOENIX CENTER FOR REHABILITATION AND NURSING,THE",395284,833 SOUTH MAIN STREET,PHOENIXVILLE,Chester,57,16,23,11,83,22,1,0,40.12179,-75.514256
QUARRYVILLE PRESBYTERIAN RETIREMENT COMMUNITY,395336,625 ROBERT FULTON HIGHWAY,QUARRYVILLE,Lancaster,2,7,12,0,76,15,34,0,39.887159,-76.162237
SAINT MARY'S VILLA NURSING HOM,395104,516 ST. MARY'S VILLA ROAD,MOSCOW,Lackawanna,60,60,60,25,79,26,23,0,41.376639,-75.55858
"GREEN HOME, INC, THE",395318,37 CENTRAL AVENUE,WELLSBORO,Tioga,0,30,38,0,89,4,11,0,41.745759,-77.299645
MANORCARE HEALTH SERVICES-WEST ALLEN,395264,535 NORTH 17TH STREET,ALLENTOWN,Lehigh,0,41,22,0,122,1,53,0,40.604119,-75.4958
SOMERTON  NURSING AND REHABILITATION CENTER,395084,650 EDISON AVENUE,PHILADELPHIA,Philadelphia,96,177,40,21,135,21,67,0,40.129594,-75.009636
"LUTHERAN HOME AT TOPTON, THE",395117,ONE SOUTH HOME AVENUE,TOPTON,Berks,47,36,55,21,173,21,7,0,0,0
NESHAMINY MANOR HOME,395010,1660 EASTON ROAD,WARRINGTON,Bucks,163,51,133,54,345,71,6,0,40.268023,-75.130308
HILLVIEW HEALTHCARE AND REHABILITATION CENTER,395241,700 S. CAYUGA AVENUE,ALTOONA,Blair,3,0,30,0,96,4,0,0,40.490005,-78.402952
"GARDENS AT CAMP HILL, THE",395123,46 ERFORD ROAD,CAMP HILL,Cumberland,,,,,,,,,40.257814,-76.916909
SPANG CREST MANOR,395365,945 DUKE STREET,LEBANON,Lebanon,3,40,315,0,88,13,21,0,40.323324,-76.424567
BROAD ACRES HEALTH AND REHAB,395352,1883 SHUMWAY HILL ROAD,WELLSBORO,Tioga,10,4,25,2,95,8,8,0,41.742176,-77.270164
MCMURRAY HILLS MANOR,395032,249 WEST MCMURRAY ROAD,MCMURRAY,Washington,1,0,1,0,101,1,1,0,40.275262,-80.13353
PHOEBE RICHLAND HCC,395023,108 SOUTH MAIN STREET,RICHLANDTOWN,Bucks,22,22,53,2,121,16,9,0,40.468572,-75.321395
SIMPSON HOUSE INC,395121,2101 BELMONT AVENUE,PHILADELPHIA,Philadelphia,3,1,1,0,67,18,0,0,39.990323,-75.216916
STATESMAN HEALTH & REHABILITATION CENTER,395259,2629 TRENTON ROAD,LEVITTOWN,Bucks,57,57,17,11,81,18,13,0,40.166332,-74.879014
MURRYSVILLE REHABILITATION AND WELLNESS CENTER,395295,3300 LOGAN FERRY ROAD,MURRYSVILLE,Westmoreland,3,0,4,0,91,7,2,0,40.431105,-79.69825
HARBORVIEW REHABILITATION AND CARE CENTER AT LANSD,395256,25 WEST FIFTH STREET,LANSDALE,Montgomery,50,72,0,0,102,14,12,0,40.24506,-75.281718
NEW EASTWOOD HEALTHCARE AND REHABILITATION CENTER,395075,2125 FAIRVIEW AVENUE,EASTON,Northampton,18,10,26,4,83,3,4,0,40.687517,-75.243918
MANORCARE HEALTH SERVICES-LANCASTER,395199,100 ABBEYVILLE ROAD,LANCASTER,Lancaster,14,33,27,8,125,11,21,0,40.036059,-76.335556
BUCKINGHAM VALLEY REHABILITATION AND NURSINGCENTER,395188,820 DURHAM ROAD   P.O. BOX 447,BUCKINGHAM,Bucks,55,11,57,10,100,23,3,0,40.297217,-75.009131
SCENERY HILL HEALTHCARE AND REHABILITATION CENTER,395313,680 LIONS HEALTH CAMP RD,INDIANA,Indiana,2,2,7,0,39,4,1,0,40.629626,-79.216804
ELDERCREST HEALTHCARE AND REHABILITATION CENTER,395013,2600 WEST RUN ROAD,MUNHALL,Allegheny,3,0,18,0,41,3,1,0,40.392010000000006,-79.902856
"PAVILION AT ST LUKE VILLAGE, THE",395265,1000 STACIE DRIVE,HAZLETON,Luzerne,12,0,43,1,87,12,0,0,40.943018,-75.950177
SAINT JOSEPH VILLA,395278,110 WEST WISSAHICKON AVE,FLOURTOWN,Montgomery,16,19,13,4,85,17,21,0,40.097493,-75.218923
LUTHER WOODS NURSING AND REHABILITATION CENTER,395370,313 COUNTY LINE ROAD,HATBORO,Montgomery,23,2,39,5,121,7,0,0,0,0
SAINT MARY'S EAST,395042,607 EAST 26TH STREET,ERIE,Erie,0,2,49,0,118,4,2,0,42.117191,-80.059304
BROOKSIDE HEALTHCARE & REHABILITATION CENTER,395227,2630 WOODLAND ROAD,ROSLYN,Montgomery,49,32,30,14,84,22,27,0,40.131978,-75.137545
CARBONDALE NURSING AND REHABILITATION CENTER,395260,10 HART PLACE,CARBONDALE,Lackawanna,79,6,46,21,76,11,0,0,41.583756,-75.501472
ST JOHN SPECIALTY CARE CENTER,395164,P O BOX 928  500 WITTENBERG WAY,MARS,Butler,37,0,620,4,125,14,0,0,0,0
"GARDENS AT SCRANTON, THE",395273,824 ADAMS AVENUE,SCRANTON,Lackawanna,60,1,14,2,89,5,0,0,41.414992,-75.653558
BROOKVIEW HEALTH CARE CENTER,395012,2075 SCOTLAND AVENUE,CHAMBERSBURG,Franklin,1,0,107,0,51,3,12,0,39.957695,-77.632523
GUTHRIE TOWANDA MEMORIAL HOSPITAL SKILLED NURSING,395333,91 HOSPITAL DRIVE,TOWANDA,Bradford,47,2,10,1,45,28,2,0,41.783796,-76.448602
COLONIAL MANOR NURSING HOME,395168,970 COLONIAL AVENUE,YORK,York,0,47,2019,0,173,39,30,0,39.941722,-76.741343
PLATINUM RIDGE CTR FOR REHAB & HEALING,395011,1050 BROADVIEW BOULEVARD,BRACKENRIDGE,Allegheny,6,9,26,0,88,6,8,0,40.614096,-79.741812
PASSAVANT RETIREMENT AND HEALT,395001,105 BURGESS DRIVE,ZELIENOPLE,Butler,1,113,18,1,95,7,34,0,40.7912,-80.137576
KADIMA REHABILITATION & NURSING AT LITITZ,395590,125 SOUTH BROAD STREET,LITITZ,Lancaster,0,0,6,0,39,0,1,0,40.154833,-76.307153
MANORCARE HEALTH SERVICES-SINKING SPRING,395541,3000 WINDMILL ROAD,SINKING SPRING,Berks,2,37,33,17,134,13,14,0,40.319162,-76.01059900000001
MILFORD HEALTHCARE AND REHABILITATION CENTER,395466,264 ROUTE 6 & 209,MILFORD,Pike,0,0,21,0,61,0,0,0,0,0
RIVERSIDE CARE CENTER,395719,100 EIGHTH AVENUE,MCKEESPORT,Allegheny,2,1,14,0,100,4,0,0,40.347738,-79.86673
JOHN J KANE REGIONAL CENTER-RO,395606,110 MCINTYRE ROAD,PITTSBURGH,Allegheny,,,,,,,,,40.550739,-80.016657
COLONIAL PARK CARE CENTER,395395,800 KING RUSS ROAD,HARRISBURG,Dauphin,27,3,131,6,157,12,3,0,40.284347,-76.813177
MILLCREEK MANOR,396072,5535 PEACH STREET,ERIE,Erie,0,3,33,0,141,8,50,0,42.073055,-80.093535
LEBANON VALLEY HOME THE,395832,550 EAST MAIN STREET,ANNVILLE,Lebanon,0,0,12,0,51,0,0,0,40.330865,-76.506776
MT LEBANON REHABILITATION AND WELLNESS CENTER,395434,350 OLD GILKESON ROAD,PITTSBURGH,Allegheny,,,,,,,,,40.360308,-80.060916
STONERIDGE POPLAR RUN,395927,450 EAST LINCOLN AVENUE,MYERSTOWN,Lebanon,21,0,7,0,54,10,3,0,40.380673,-76.299344
RIVERSTREET MANOR,395691,440 NORTH RIVER STREET,WILKES-BARRE,Luzerne,84,9,45,23,112,31,8,0,41.256649,-75.869415
ROCHESTER MANOR,395751,174 VIRGINIA AVENUE,ROCHESTER,Beaver,5,6,485,0,81,7,29,0,40.701709,-80.276904
SIEMONS' LAKEVIEW MANOR NURSING AND REHAB CTR,395398,228 SIEMON DRIVE,SOMERSET,Somerset,1,1,134,0,94,1,2,0,40.03688100000001,-79.065396
LEBANON VALLEY BRETHREN HOME,395437,1200 GRUBB STREET,PALMYRA,Lebanon,3,0,15,0,75,12,0,0,40.301683,-76.57446800000001
MARIAN MANOR CORPORATION,395765,2695 WINCHESTER DRIVE,PITTSBURGH,Allegheny,31,0,50,8,69,20,11,0,40.409153,-80.043582
FAIR ACRES GERIATRIC CENTER,395780,340 N. MIDDLETOWN ROAD,LIMA,Delaware,263,50,194,78,454,140,68,0,39.922444,-75.443199
WESLEY ENHANCED LIVING PENNYPACK PARK,395413,8401  ROOSEVELT BOULEVARD,PHILADELPHIA,Philadelphia,17,17,92,34,106,27,15,0,40.062758,-75.042379
MOUNT CARMEL NURSING AND REHAB,395589,2616 LOCUST GAP HIGHWAY,MT CARMEL,Northumberland,0,14,16,0,107,5,7,0,40.788138,-76.431547
WILLOWBROOKE COURT SKILLED CARE CENTER AT BRITTANY,395762,1001 VALLEY FORGE ROAD,LANSDALE,Montgomery,4,0,22,1,73,5,1,0,40.237333,-75.306439
WINDY HILL VILLAGE OF PRESBYTERIAN HOMES,395533,100 DOGWOOD DRIVE,PHILIPSBURG,Centre,,,,,,,,,40.905713,-78.20542
SHARON REGIONAL MEDICAL CENTER TCU,395754,740 E. STATE STREET,SHARON,Mercer,2,4,16,0,10,8,4,0,41.233009,-80.495497
"LUTHERAN HOME AT KANE, THE",395816,100 HIGH POINT DRIVE,KANE,McKean,2,0,18,0,75,4,2,0,41.659771,-78.797979
ROOSEVELT REHABILITATION AND HEALTHCARE CENTER,395537,7800 BUSTLETON AVENUE,PHILADELPHIA,Philadelphia,86,77,42,13,207,13,19,0,40.055469,-75.053769
HOMELAND CENTER,395475,1901 NORTH FIFTH STREET,HARRISBURG,Dauphin,51,2,41,13,75,43,0,0,40.278105,-76.890973
KADIMA REHABILITATION & NURSING AT LAKESIDE,395730,245 OLD LAKE ROAD,DALLAS,Luzerne,0,0,1,0,29,0,0,0,41.345846,-76.026187
EPWORTH HEALTHCARE AND REHABILITATION CENTER,395393,951 WASHINGTON AVENUE,TYRONE,Blair,0,2,29,0,80,1,0,0,40.670627,-78.241923
DR ARTHUR CLIFTON MCKINLEY CTR,395550,133 LAURELBROOKE DRIVE,BROOKVILLE,Jefferson,3,0,12,0,71,3,0,0,41.152238,-79.095094
CHERRY TREE NURSING CENTER,395977,410 TERRACE DRIVE,UNIONTOWN,Fayette,0,0,2,0,90,0,0,0,39.899735,-79.758076
TUCKER HOUSE NURSING AND REHABILITATION CENTER,395461,1001-11 WALLACE STREET,PHILADELPHIA,Philadelphia,4,20,1,0,142,5,4,1,39.964081,-75.15454
MULBERRY HEALTHCARE AND REHABILITATION CENT,395618,411 1/2 W MAHONING STREET,PUNXSUTAWNEY,Jefferson,1,18,29,1,57,0,6,0,40.942769,-78.976662
JEFFERSON HILLS REHABILITATION AND WELLNESS CENTER,395948,540 COAL VALLEY ROAD,JEFFERSON HILLS,Allegheny,3,0,0,0,50,0,0,0,40.323104,-79.930343
WAYNESBURG HEALTHCARE AND REHABILITATION CENTER,395675,300 CENTER AVENUE,WAYNESBURG,Greene,1,0,41,0,104,1,2,0,39.894944,-80.176465
HIGHLAND PARK CARE CENTER,395773,745 NORTH HIGHLAND AVENUE,PITTSBURGH,Allegheny,0,0,9,0,104,0,0,0,40.469222,-79.921285
"GARDENS AT ORANGEVILLE, THE",395899,200 BERWICK ROAD,ORANGEVILLE,Columbia,23,2,16,9,103,3,0,0,41.076206,-76.413417
HRH TRANSITIONAL CARE UNIT(A D/B/A ENTITY OF HRHS),395861,1648 HUNTINGDON PIKE,MEADOWBROOK,Montgomery,4,14,1,1,19,4,1,0,40.108944,-75.081101
CEDARBROOK SENIOR CARE AND REHABILITATION,395465,350 S. CEDARBROOK ROAD,ALLENTOWN,Lehigh,303,123,158,105,513,172,19,0,40.576578,-75.543677
RENAISSANCE HEALTHCARE & REHABILITATION CENTER,395628,4712 CHESTER AVENUE,PHILADELPHIA,Philadelphia,2,1,0,0,102,3,0,0,39.945201,-75.215078
"LECOM AT PRESQUE ISLE, INC",395404,4114 SCHAPER AVENUE,ERIE,Erie,18,2,68,10,120,0,1,0,42.082349,-80.11199
BLOOMSBURG CARE CENTER AND REHABILITATION CENTER,396065,211 EAST FIRST STREET,BLOOMSBURG,Columbia,11,35,4,4,113,24,84,0,41.005753,-76.454668
WILLIAM PENN CARE CENTER,396056,2020 ADER ROAD,JEANNETTE,Westmoreland,0,4,15,0,86,2,3,0,40.399208,-79.601386
"CHESWICK REHABILITATION AND WELLNESS CENTER, LLC",395538,3876 SAXONBURG BOULEVARD,CHESWICK,Allegheny,0,3,20,0,97,4,5,0,40.597008,-79.872183
MANORCARE HEALTH SERVICES-CAMP HILL,395440,1700 MARKET STREET,CAMP HILL,Cumberland,0,38,15,0,102,0,40,0,40.240015,-76.913592
PICKERING MANOR HOME,395597,226 NORTH LINCOLN AVE,NEWTOWN,Bucks,0,0,17,0,32,2,1,0,40.234358,-74.93082
SPRINGFIELD REHABILITATION AND HEALTHCARE  CENTER,395690,463 WEST SPROUL ROAD,SPRINGFIELD,Delaware,19,10,58,6,58,3,0,0,39.928041,-75.350455
KITTANNING CARE CENTER,395986,120 KITTANNING CARE DRIVE,KITTANNING,Armstrong,68,38,28,9,75,39,21,0,40.7889,-79.4531
CLARVIEW NURSING AND REHAB CEN,395458,14663 ROUTE 68,SLIGO,Clarion,2,0,20,0,75,14,4,0,41.110788,-79.464869
FAIRMOUNT HOMES,395805,333 WHEAT RIDGE DRIVE,EPHRATA,Lancaster,35,19,33,12,103,38,10,0,40.131981,-76.149933
PHOEBE BERKS,395880,1 HEIDELBERG DRIVE,WERNERSVILLE,Berks,36,5,30,9,98,22,21,0,0,0
WATSONTOWN REHABILITATION AND NURSING CENTER,395825,245 EAST EIGHTH STREET,WATSONTOWN,Northumberland,1,13,26,0,105,0,5,0,41.090709,-76.860782
WILLOWBROOKE COURT-GRANITE,395736,1343 WEST BALTIMORE PIKE,MEDIA,Delaware,8,0,21,3,62,10,1,0,39.907824,-75.450512
MASONIC VILLAGE AT ELIZABETHTOWN,395560,ONE MASONIC DRIVE,ELIZABETHTOWN,Lancaster,2,40,75,0,354,14,147,0,0,0
MANORCARE HEALTH SERVICES-BETHEL PARK,395731,60 HIGHLAND ROAD,BETHEL PARK,Allegheny,4,8,24,0,121,4,8,0,40.349382,-80.046479
PAUL'S RUN,395738,9896 BUSTLETON AVENUE,PHILADELPHIA,Philadelphia,36,62,24,13,80,14,41,0,40.097568,-75.030473
PROVIDENCE CARE CENTER,395682,900 THIRD AVE,BEAVER FALLS,Beaver,109,9,47,19,113,85,13,0,40.750005,-80.315799
MERCY CENTER NURSING UNIT INC,395850,"P O BOX 370, LAKE STREET",DALLAS,Luzerne,0,0,13,0,56,0,0,0,0,0
TRANSITIONAL SUB-ACUTE UNIT,395941,2802 PAPERMILL ROAD,WYOMISSING,Berks,4,3,1,1,50,23,1,0,40.360926,-75.988508
LEHIGH VALLEY HOSPITAL TSU,395951,17TH & CHEW STS,ALLENTOWN,Lehigh,9,2,0,0,28,10,0,0,0,0
BRADFORD MANOR,395700,50 LANG MAID LANE,BRADFORD,McKean,0,26,34,0,85,0,12,0,41.942968,-78.679729
SANATOGA CENTER,395904,225 EVERGREEN ROAD,POTTSTOWN,Montgomery,7,9,42,1,111,7,9,0,40.237939,-75.579848
MANORCARE HEALTH SERVICES-MONTGOMERYVILLE,395796,640 BETHLEHEM PIKE,MONTGOMERYVILLE,Montgomery,1,22,25,3,122,9,10,0,40.25683,-75.248032
IVY HILL REHAB CENTER,395525,1401 IVY HILL ROAD,PHILADELPHIA,Philadelphia,20,89,36,13,105,13,2,1,40.082836,-75.17819
CAMBRIA CARE CENTER,395828,429 MANOR DRIVE,EBENSBURG,Cambria,61,42,278,0,240,65,98,0,40.489678,-78.701186
BONHAM NURSING CENTER,395654,477 BONNIEVILLE ROAD,STILLWATER,Columbia,6,14,13,1,64,3,36,0,41.20513,-76.273898
SMITH HEALTH CARE LTD,395716,453 SOUTH MAIN ROAD,MOUNTAIN TOP,Luzerne,0,1,27,0,28,2,3,0,41.125909,-75.925174
"SUSQUE VIEW HOME, INC",395616,22 CREE DRIVE,LOCK HAVEN,Clinton,0,86,53,0,105,3,248,0,41.133146,-77.468774
WILLOWBROOKE COURT SKD CARE CENTER AT LIMA ESTATES,395492,411 N. MIDDLETOWN ROAD,LIMA,Delaware,5,0,6,2,34,8,0,0,39.924701,-75.443865
MOUNTAIN CITY NURSING & REHABILITATION CENTER,395582,403 HAZLE TOWNSHIP BOULEVARD,HAZLETON,Luzerne,36,64,53,10,238,20,51,0,40.97836,-75.982746
QUALITY LIFE SERVICES - MERCER,395879,8221 LAMOR ROAD,MERCER,Mercer,25,0,10,0,40,25,24,0,41.234362,-80.26472
JOHN J KANE REGIONAL CENTER-SC,395617,300 KANE BOULEVARD,PITTSBURGH,Allegheny,,,,,,,,,40.373898,-80.084751
CRANBERRY PLACE,395845,5 SAINT FRANCIS WAY,CRANBERRY TOWNSHIP,Butler,1,2,4,0,82,4,6,0,40.682587000000005,-80.098649
LAKESIDE AT WILLOW VALLEY,395771,300 WILLOW VALLEY LAKES DRIVE,WILLOW STREET,Lancaster,28,12,10,8,69,23,14,0,39.981449,-76.270819
SAINT JOHN XXIII HOME,395794,2250 SHENANGO FREEWAY,HERMITAGE,Mercer,0,3,45,0,61,26,6,0,0,0
