Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
PIONEER HOUSE,555542,415 P STREET,SACRAMENTO,Sacramento,0,0,0,0,32,0,0,0,38.575611,-121.503633
BELLAKEN SKILLED NURSING CENTER,555767,2780 26TH AVENUE,OAKLAND,Alameda,0,0,9,0,65,0,0,0,37.792887,-122.22159700000002
OAKVIEW SKILLED NURSING,555857,3557 CAMPUS DR,THOUSAND OAKS,Ventura,4,66,34,0,38,30,29,0,34.22827,-118.88141099999999
GLENDORA CANYON TRANSITIONAL CARE UNIT,555416,401 W. ADA AVE.,GLENDORA,Los Angeles,46,23,15,4,101,58,10,0,34.132408,-117.86956700000002
PARK AVENUE HEALTHCARE & WELLNESS CENTER,555852,1550 NORTH PARK AVENUE,POMONA,Los Angeles,169,42,25,18,165,83,1,0,34.074437,-117.75487100000001
TOTALLY KIDS REHABILITATION HOSPITAL - D/P SNF,555587,1720 MOUNTAIN VIEW,LOMA LINDA,San Bernardino,0,2,0,0,50,9,20,0,34.069701,-117.243705
DEL AMO GARDENS CONVALESCENT,555706,22419 KENT AVENUE,TORRANCE,Los Angeles,27,1,10,5,55,17,3,0,33.824454,-118.356452
DELANO DISTRICT SKILLED NURSING FACILITY,555479,1509 TOKAY STREET,DELANO,Kern,8,48,12,0,103,24,4,0,35.762123,-119.23777100000001
NOVATO HEALTHCARE CENTER,555844,1565 HILL ROAD,NOVATO,Marin,73,0,26,10,164,44,0,0,38.096499,-122.576033
GLENDALE ADVENTIST MEDICAL CENTER DP/SNF,555911,1509 WILSON TER,GLENDALE,Los Angeles,31,42,4,2,35,3,10,0,34.149161,-118.230354
ADVANCED HEALTH CARE OF SACRAMENTO,555913,1411 EXPO PARKWAY,NORTH SACRAMENTO,Sacramento,0,0,4,0,37,2,0,0,38.598237,-121.45796200000001
CASA DE MODESTO,555898,1745 ELDENA WAY,MODESTO,Stanislaus,40,63,33,14,25,43,118,0,37.670285,-120.98691999999998
CEDAR CREST NURSING AND REHABILITATION CENTER,555790,797 E FREMONT AVENUE,SUNNYVALE,Santa Clara,96,0,9,13,65,16,7,0,37.352285,-122.01826099999998
BARTON HOSPITAL D/P SNF,555698,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,El Dorado,1,11,4,0,40,8,57,0,38.912337,-119.997711
VALLEY CONVALESCENT HOSPITAL,555229,1205 8TH STREET,BAKERSFIELD,Kern,52,79,14,8,61,34,14,0,35.364598,-119.015577
VI AT PALO ALTO,555835,600 SAND HILL ROAD,PALO ALTO,Santa Clara,0,2,4,0,35,4,4,0,37.439493,-122.175525
SIERRA VIEW MEDICAL CENTER,555766,465 W PUTNAM AVE,PORTERVILLE,Tulare,0,30,1,1,33,6,2,0,36.069573,-119.027274
LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC,555816,15100 S PRAIRIE,LAWNDALE,Los Angeles,,,,,,,,,0,0
DIAMOND RIDGE HEALTHCARE CENTER,555287,2351 LOVERIDGE ROAD,PITTSBURG,Contra Costa,31,0,15,5,83,22,0,0,38.005834,-121.871697
LAUREL CREEK HEALTH CENTER,555727,2800 ESTATES DRIVE,FAIRFIELD,Solano,0,57,12,1,37,8,56,0,38.306571,-122.029263
ALAMEDA CARE CENTER,555690,925 W. ALAMEDA AVE.,BURBANK,Los Angeles,11,47,6,0,80,4,0,0,34.163369,-118.312743
KAWEAH DELTA SKILLED NURSING CENTER,555396,1633 SOUTH COURT STREET,VISALIA,Tulare,0,3,33,0,41,15,7,0,36.315395,-119.29206100000002
ASBURY PARK NURSING & REHABILITATION CENTER,555673,2257 FAIR OAKS BLVD.,SACRAMENTO,Sacramento,62,149,10,0,111,41,16,0,38.574538,-121.412674
CHERRY VALLEY HEALTHCARE,555309,5800 WEST WILSON STREET,BANNING,Riverside,29,31,31,2,106,30,22,0,33.93273,-116.94171800000001
MANORCARE HEALTH SERVICES - TICE VALLEY,555710,1975 TICE VALLEY BLVD.,WALNUT CREEK,Contra Costa,56,19,21,15,73,30,6,0,37.877315,-122.07359200000002
MARIAN MEDICAL CENTER D/P SNF,555236,1530 E CYPRESS WY,SANTA MARIA,Santa Barbara,9,3,31,6,88,18,0,0,34.950946,-120.41057800000002
RIVERSIDE VILLAGE HEALTHCARE CENTER,555404,17040 ARNOLD DR.,RIVERSIDE,Riverside,3,3,0,0,56,5,1,0,33.872711,-117.293243
BRIGHTON CARE CENTER,555338,1836 N. FAIR OAKS AVE,PASADENA,Los Angeles,83,71,21,17,63,66,4,0,34.177344,-118.15074300000002
SEA CLIFF HEALTHCARE CENTER,555249,18811 FLORIDA ST,HUNTINGTON BEACH,Orange,89,26,48,27,154,45,48,1,33.689033,-117.991018
STONEBROOK HEALTHCARE CENTER,555421,4367 CONCORD BOULEVARD,CONCORD,Contra Costa,0,5,26,0,85,2,4,0,37.975149,-121.98422500000001
"KINGSTON HEALTHCARE CENTER, LLC",555336,329 REAL ROAD,BAKERSFIELD,Kern,18,22,73,33,112,63,12,0,35.360737,-119.043511
BLYTHE POST ACUTE LLC,555383,285 WEST CHANSLOR WAY,BLYTHE,Riverside,1,11,3,0,35,6,22,0,33.617597,-114.59937599999999
CLEARWATER HEALTHCARE CENTER,555307,1517 EAST KNICKERBOCKER DRIVE,STOCKTON,San Joaquin,167,65,20,9,103,27,24,0,38.024106,-121.293462
PARKWEST HEALTHCARE CENTER,555716,6740 WILBUR AVE,RESEDA,Los Angeles,34,44,44,12,83,30,28,0,34.192865,-118.544766
SOUTH COAST GLOBAL MEDICAL CENTER D/P SNF,555567,2701 SOUTH BRISTOL STREET,SANTA ANA,Orange,1,29,6,0,40,14,10,0,33.710692,-117.88541
VISTA KNOLL SPECIALIZED CARE FACILITY,555425,2000 WESTWOOD ROAD,VISTA,San Diego,2,0,13,0,109,6,0,0,33.192172,-117.286377
COVENANT VILLAGE OF TURLOCK CARE CENTER,555749,2125 NORTH OLIVE AVENUE,TURLOCK,Stanislaus,0,2,16,0,37,9,14,0,37.512108,-120.839868
"NORWALK SKILLED NURSING & WELLNESS CENTRE, LLC",555668,11510 IMPERIAL HIGHWAY,NORWALK,Los Angeles,,,,,,,,,33.917043,-118.087785
EAST LOS ANGELES DOCTORS HOSP,555255,4060 E. WHITTIER BLVD.,LOS ANGELES,Los Angeles,0,0,1,0,22,1,2,0,34.02393,-118.184285
KERN VALLEY HEALTHCARE DISTRICT DP SNF,555517,6412 LAUREL AVE,LAKE ISABELLA,Kern,6,34,11,1,47,7,11,0,35.635351,-118.40630000000002
MAINPLACE POST ACUTE,555259,1835 WEST LA VETA AVENUE,ORANGE,Orange,139,94,26,26,122,57,67,2,33.780361,-117.87221899999999
LIFE CARE CENTER OF ESCONDIDO,555427,1980 FELICITA ROAD,ESCONDIDO,San Diego,0,0,11,0,92,6,2,0,33.097718,-117.083058
AVIARA HEALTHCARE CENTER,555323,944 REGAL ROAD,ENCINITAS,San Diego,8,3,8,0,85,8,5,0,33.040317,-117.281521
ATHERTON BAPTIST HOME,555272,214 SOUTH ATLANTIC BLVD.,ALHAMBRA,Los Angeles,4,6,15,1,93,25,3,0,34.088643,-118.13458800000001
SOLHEIM SENIOR COMMUNITY,555432,2236 MERTON AVE.,LOS ANGELES,Los Angeles,9,10,11,5,58,15,3,0,34.137923,-118.215475
PORTERVILLE CONVALESCENT HOSPITAL,555658,1100 WEST MORTON AVENUE,PORTERVILLE,Tulare,80,13,46,32,56,32,24,0,36.073288,-119.042503
THE SHORES POST-ACUTE,555585,2828 MEADOWLARK DRIVE,SAN DIEGO,San Diego,17,11,53,1,275,23,0,0,32.79419800000001,-117.154335
SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,555343,14500 FRUITVALE AVENUE,SARATOGA,Santa Clara,1,10,30,1,58,4,26,0,37.257078,-122.01367
WINDSOR TERRACE HEALTH CARE,555738,7447 SEPULVEDA BLVD,VAN NUYS,Los Angeles,44,13,18,8,80,44,6,0,34.206273,-118.46620200000001
MEADOWOOD NURSING CENTER,555490,3805 DEXTER LANE,CLEARLAKE,Lake,0,0,6,0,76,5,3,0,38.957408,-122.627579
MANORCARE HEALTH SERVICES-HEMET,555297,1717 WEST STETSON AVENUE,HEMET,Riverside,1,9,10,2,90,9,3,0,33.729357,-116.990238
ELMWOOD CARE CENTER,555819,2829 SHATTUCK AVENUE,BERKELEY,Alameda,2,18,7,1,69,7,3,0,37.857353,-122.266771
ORCHARD HOSPITAL D/P SNF,555776,240 SPRUCE STREET,GRIDLEY,Butte,0,0,0,0,65,3,0,0,39.366974,-121.68971700000002
RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,555247,39950 VISTA DEL SOL,RANCHO MIRAGE,Riverside,4,10,13,1,75,7,2,0,33.75837700000001,-116.397694
VILLA DEL RIO,555781,7002  GAGE AVENUE,BELL GARDENS,Los Angeles,35,14,5,7,92,14,3,0,33.972414,-118.13317300000001
EASTERN PLUMAS HOSPITAL- PORTOLA CAMPUS DP/SNF,555433,500 FIRST STREET,PORTOLA,Plumas,0,0,8,0,25,3,24,0,0,0
GLENBROOK,555806,1950 CALLE BARCELONA,CARLSBAD,San Diego,0,13,50,0,79,5,1,0,33.073032,-117.266038
DRIFTWOOD HEALTHCARE CENTER - HAYWARD,555533,19700 HESPERIAN BOULEVARD,HAYWARD,Alameda,2,0,11,12,76,7,0,0,37.668029,-122.11945200000001
RANCHO MESA CARE CENTER,555521,9333 LA MESA DRIVE,ALTA LOMA,San Bernardino,5,0,0,0,52,10,0,0,34.123453,-117.601927
WINDSOR CARE CENTER OF PETALUMA,555703,523 HAYES LANE,PETALUMA,Sonoma,57,5,19,10,50,22,9,0,38.221699,-122.647392
STANFORD COURT SKILLED NURSING & REHAB CENTER,555290,8778 CUYAMACA STREET,SANTEE,San Diego,57,49,24,10,53,43,38,0,32.83483,-116.983881
"RIVERSIDE HEIGHTS HEALTHCARE CENTER, LLC",555884,8951 GRANITE HILL DRIVE,RIVERSIDE,Riverside,5,5,1,0,66,11,27,1,34.020188,-117.479809
CLEAR VIEW CONVALESCENT CENTER,555880,15823 SO. WESTERN AVE.,GARDENA,Los Angeles,1,0,0,0,80,3,0,0,33.88683300000001,-118.30915500000002
TRINITY HOSPITAL SKILLED NURSING FACILITY,555907,60 EASTER AVE,WEAVERVILLE,Trinity,0,1,5,0,9,7,0,0,40.737579,-122.939444
PALM GROVE HEALTH CARE,555740,1665 EAST EIGHTH STREET,BEAUMONT,Riverside,,,,,,,,,33.932675,-116.948724
BAYSIDE CARE CENTER,555371,1405 TERESA DR,MORRO BAY,San Luis Obispo,0,0,13,0,101,3,28,0,35.364903,-120.825055
EL ENCANTO HEALTHCARE CENTER,555395,555 SOUTH EL ENCANTO ROAD,CITY OF INDUSTRY,Los Angeles,4,0,5,2,68,10,3,0,34.02096,-117.963851
PARKSIDE HEALTH AND WELLNESS CENTER,555596,444 W LEXINGTON,EL CAJON,San Diego,0,0,1,0,51,2,0,0,32.792686,-116.967195
VILLA GARDENS HEALTH CARE UNIT,555429,842 EAST VILLA STREET,PASADENA,Los Angeles,1,0,2,0,38,3,0,2,34.15427300000001,-118.133829
"CAMDEN POSTACUTE CARE, INC",555838,1331 CAMDEN AVENUE,CAMPBELL,Santa Clara,2,0,3,0,49,7,0,0,37.269214,-121.945071
SETON MEDICAL CENTER D/P SNF,555235,1900 SULLIVAN AVENUE,DALY CITY,San Mateo,14,42,4,0,52,11,16,0,37.680315,-122.47291
GREEN ACRES LODGE,555755,8101 E HILL DRIVE,ROSEMEAD,Los Angeles,9,12,65,1,80,22,41,0,34.045363,-118.092438
WE CARE SKILLED NURSING FACILITY,555914,21863 VALLEJO STREET,HAYWARD,Alameda,0,0,1,0,12,2,1,0,37.676728,-122.094032
SERENTO ROSA,555768,17803 IMPERIAL HIGHWAY,YORBA LINDA,Orange,1,2,0,0,25,3,0,0,33.894343,-117.82081400000001
OAKLAND HEIGHTS NURSING AND REHABILITATION,555570,2361 EAST 29TH STREET,OAKLAND,Alameda,0,4,1,0,34,1,0,0,37.79529,-122.22523400000001
USC VERDUGO HILLS HOSPITAL DP/SNF,555484,1812 VERDUGO BLVD,GLENDALE,Los Angeles,0,0,0,0,0,0,0,0,34.205614,-118.216048
SAN DIEGO POST-ACUTE CENTER,555659,1201 SOUTH ORANGE AVE.,EL CAJON,San Diego,13,0,17,0,176,20,2,0,32.779425,-116.963957
FOWLER CARE CENTER,555918,8448 EAST ADAMS AVENUE,FOWLER,Fresno,12,41,1,0,37,15,78,0,36.634379,-119.637768
ARCADIA CARE CENTER,555729,1601 S BALDWIN AVE.,ARCADIA,Los Angeles,44,15,13,7,91,21,28,0,34.121026,-118.055004
MARYSVILLE POST-ACUTE,555682,1617 RAMIREZ STREET,MARYSVILLE,Yuba,0,0,17,0,68,4,1,0,39.153817,-121.583294
ESKATON VILLAGE CARE CENTER,555555,3939 WALNUT AVE.,CARMICHAEL,Sacramento,0,0,0,0,30,6,9,0,38.634955000000005,-121.34606000000001
"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",555897,1267 SAN GABRIEL BLVD,ROSEMEAD,Los Angeles,70,50,0,0,62,38,8,0,34.043509,-118.08822600000002
ASISTENCIA VILLA REHABILITATION AND CARE CENTER,555379,1875 BARTON ROAD,REDLANDS,San Bernardino,44,156,89,10,74,42,7,0,34.048258,-117.21686599999998
THE ELLISON JOHN TRANSITIONAL CARE CENTER,555904,43830 10TH STREET WEST,LANCASTER,Los Angeles,13,21,47,1,110,22,18,0,34.678942,-118.147895
MASONIC HOME,555843,34400 MISSION BLVD,UNION CITY,Alameda,0,2,0,0,72,3,0,0,37.597345,-122.010047
WEST COVINA MEDICAL CENTER D/P SNF,555649,725 S. ORANGE AVENUE,WEST COVINA,Los Angeles,0,5,5,0,29,7,5,0,34.070928,-117.944166
MONTEREY PALMS HEALTH CARE CENTER,555403,44610 MONTEREY AVENUE,PALM DESERT,Riverside,75,121,22,18,91,44,2,0,33.724034,-116.391269
ANAHEIM CREST NURSING CENTER,555445,3067 W ORANGE AVENUE,ANAHEIM,Orange,14,25,15,1,66,13,14,0,33.824717,-117.99698299999999
COLONIAL GARDENS NURSING HOME,555715,7246 S. ROSEMEAD BLVD.,PICO RIVERA,Los Angeles,78,19,14,7,91,32,2,2,33.979699,-118.09954900000001
SAMARKAND SKILLED NURSING FACILITY,555762,2566 TREASURE DR,SANTA BARBARA,Santa Barbara,2,8,9,0,49,11,40,0,34.430087,-119.73079199999998
PALM TERRACE HEALTHCARE & REHABILITATION CENTER,555257,24962 CALLE ARAGON,LAGUNA HILLS,Orange,18,12,7,4,84,14,0,0,33.599582,-117.715378
SOUTHERN CALIFORNIA HOSP AT CULVER CITY D/P SNF,555874,3828 DELMAS TERRACE,CULVER CITY,Los Angeles,0,2,0,0,17,2,0,0,34.02313,-118.39726500000002
SPRING LAKE VILLAGE,555268,5555 MONTGOMERY DRIVE,SANTA ROSA,Sonoma,0,31,15,0,48,3,54,0,38.457526,-122.64356500000001
SUNNYSIDE CONV. HOSPITAL,555352,2939 S. PEACH AVENUE,FRESNO,Fresno,2,0,69,0,65,8,2,0,36.694836,-119.71834200000002
EMANATE HEALTH INTER-COMMUNITY HOSPITAL- D/P SNF,555610,210 W. SAN BERNARDINO RD.,COVINA,Los Angeles,,,,,,,,,34.089947,-117.89366599999998
HI-DESERT MEDICAL CENTER D/P SNF,555443,6601 WHITE FEATHER ROAD,JOSHUA TREE,San Bernardino,49,4,25,4,95,29,13,0,34.132676,-116.27670900000001
NORTH STARR POSTACUTE CARE,555347,180 STARR AVENUE,TURLOCK,Stanislaus,3,0,3,0,29,1,0,0,37.502405,-120.846869
PLYMOUTH SQUARE,555692,1319 N. MADISON STREET,STOCKTON,San Joaquin,5,0,0,0,19,15,0,0,37.965253,-121.29729999999999
AMERICAN RIVER CENTER,555450,3900 GARFIELD AVENUE,CARMICHAEL,Sacramento,10,6,1,0,94,15,24,0,38.635944,-121.336739
ARBOR POST ACUTE,555304,1200 SPRINGFIELD DRIVE,CHICO,Butte,36,15,18,6,124,31,15,0,39.734219,-121.80424900000001
ARARAT NURSING FACILITY,555579,15099 MISSION HILLS ROAD,MISSION HILLS,Los Angeles,90,9,91,20,198,83,46,2,34.281446,-118.46235600000001
MESA GLEN CARE CENTER,555854,638 E COLORADO AVENUE,GLENDORA,Los Angeles,34,11,9,2,87,27,8,0,34.127057,-117.855045
RECHE CANYON REGIONAL REHAB CENTER,555435,1350 RECHE CANYON RD,COLTON,San Bernardino,78,36,32,4,141,27,48,0,34.044808,-117.28520799999998
COUNTRY HILLS POST ACUTE,555431,1580 BROADWAY,EL CAJON,San Diego,87,82,0,10,262,32,9,0,32.807768,-116.923809
PINE CREEK CARE CENTER,555801,1139 CIRBY WAY,ROSEVILLE,Placer,12,54,12,3,76,11,3,0,38.7295,-121.275215
KINGS NURSING & REHABILITATION CENTER,555485,851 LESLIE LANE,HANFORD,Kings,4,23,21,0,46,7,233,0,36.315047,-119.65778600000002
BROOKDALE RIVERWALK SNF (CA),555771,"350 CALLOWAY DRIVE, BUILDING C",BAKERSFIELD,Kern,12,20,10,4,80,22,113,0,35.359281,-119.11595600000001
ASTOR HEALTHCARE CENTER,555723,247 E. BOBIER DRIVE,VISTA,San Diego,3,1,0,0,134,10,8,0,33.221353,-117.242179
"SERENETHOS CARE CENTER, LLC",555905,22822 MYRTLE STREET,HAYWARD,Alameda,24,23,3,2,34,12,2,0,37.665668,-122.09138800000001
"FOUNTAINS, THE",555430,1260 WILLIAMS WAY,YUBA CITY,Sutter,5,4,7,0,119,15,3,0,39.150861,-121.632461
VETERANS HOME OF CALIFORNIA - CHULA VISTA,555795,700 EAST NAPLES COURT,CHULA VISTA,San Diego,1,0,19,0,156,19,1,0,32.621893,-117.025902
"REDWOOD CONVALESCENT HOSPITAL, INC",555341,22103 REDWOOD ROAD,CASTRO VALLEY,Alameda,28,36,10,1,43,6,0,0,37.686346,-122.073658
QUARTZ HILL POST ACUTE,555356,2120 BENTON DRIVE,REDDING,Shasta,0,2,18,0,69,7,10,0,40.598582,-122.399847
GROSSMONT HOSPITAL D/P SNF,555572,5555 GROSSMONT CENTER DRIVE,LA MESA,San Diego,0,2,20,0,17,5,0,0,32.779435,-117.009178
THE ORCHARDS POST-ACUTE,555702,730 34 STREET,BAKERSFIELD,Kern,24,6,17,6,116,23,4,0,35.390482,-119.00986999999999
OROVILLE HOSPITAL POST-ACUTE CENTER,555281,1000 EXECUTIVE PARKWAY,OROVILLE,Butte,0,0,58,0,115,8,0,0,39.506431,-121.53987600000002
CANYON OAKS NURSING AND REHABILITATION CENTER,555822,22029 SATICOY STREET,CANOGA PARK,Los Angeles,24,25,11,3,134,23,2,0,34.208284,-118.607489
COURTYARD CARE CENTER,555635,340 NORTHLAKE DRIVE,SAN JOSE,Santa Clara,4,0,22,0,68,6,0,0,37.322057,-121.968385
BROOKDALE SAN JUAN CAPISTRANO,555763,31741 RANCHO VIEJO ROAD,SAN JUAN CAPISTRANO,Orange,0,0,1,0,25,3,0,0,33.501717,-117.65364999999998
WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH,555375,3232 E. ARTESIA BLVD.,LONG BEACH,Los Angeles,23,44,6,0,140,37,4,0,33.874632,-118.154966
ANBERRY NURSING AND REHABILITATION CENTER,555244,1685 SHAFFER RD,ATWATER,Merced,0,35,6,0,79,9,20,0,37.348905,-120.595918
ALL SAINT'S MAUBERT,555879,15731 MAUBERT AVENUE,SAN LEANDRO,Alameda,0,0,0,0,12,3,0,0,37.704735,-122.11848100000002
SUNNY VIEW MANOR,555342,22445 CUPERTINO ROAD,CUPERTINO,Santa Clara,0,2,0,0,31,1,3,0,37.323078,-122.06785700000002
ALAMEDA HEALTHCARE & WELLNESS CENTER,555486,430 WILLOW STREET,ALAMEDA,Alameda,17,1,5,2,146,11,0,0,37.758809,-122.25551700000001
BISHOP CARE CENTER,555777,151 PIONEER LANE,BISHOP,Inyo,47,0,46,13,47,19,2,0,37.361713,-118.40736200000002
PROVIDENCE LITTLE COMP OF MARY SUBACUTE CARE CTR,555848,1322 WEST SIXTH STREET,SAN PEDRO,Los Angeles,6,98,24,4,100,32,96,0,33.738819,-118.306056
COLUSA MEDICAL CENTER - SNF,555909,199 E WEBSTER STREET,COLUSA,Colusa,1,1,4,4,17,4,4,0,39.207286,-121.999974
HILLCREST NURSING HOME,555890,4280 CYPRESS DRIVE,SAN BERNARDINO,San Bernardino,1,0,1,0,54,4,0,0,34.174864,-117.31039200000001
ALHAMBRA HOSPITAL MED CTR DP/SNF,555850,100 S RAYMOND AVE,ALHAMBRA,Los Angeles,0,0,0,0,26,4,0,1,34.09015600000001,-118.145017
THE REHABILITATION CENTER OF OAKLAND,555313,210 40TH STREET WAY,OAKLAND,Alameda,24,17,3,2,57,10,4,0,37.826931,-122.255052
KAISER PERMANENTE POST-ACUTE CARE CENTER,555779,1440 168TH AVENUE,SAN LEANDRO,Alameda,8,153,3,1,53,21,22,0,37.692877,-122.106786
SMITH RANCH SKILLED NURSING & REHABILITATION CENTE,555595,1550 SILVEIRA PARKWAY,SAN RAFAEL,Marin,2,63,8,0,47,16,23,0,38.019991,-122.52564
REDWOOD HEALTHCARE CENTER LLC,555499,3145 HIGH STREET,OAKLAND,Alameda,,,,,,,,,37.785178,-122.19900400000002
THE COVINGTON CARE CENTER,555811,3 PURSUIT,ALISO VIEJO,Orange,0,2,0,0,1,1,0,0,33.553941,-117.728132
SERENTO CASA,555737,1740 S SAN DIMAS AVE,SAN DIMAS,Los Angeles,0,10,1,0,24,7,0,0,34.078782,-117.81764700000001
MARINA GARDEN NURSING CENTER,555461,3201 FERNSIDE BLVD.,ALAMEDA,Alameda,6,0,7,0,33,1,0,0,37.763282,-122.226098
VILLA MARIN,555227,100 THORNDALE DRIVE,SAN RAFAEL,Marin,0,4,6,0,15,4,7,0,38.004316,-122.548361
FREEDOM VILLAGE HEALTHCARE CENTER,555391,23442 EL TORO ROAD,LAKE FOREST,Orange,0,0,6,0,42,3,0,0,33.62253,-117.697889
THE PAVILION AT SUNNY HILLS,555733,2222 N. HARBOR BLVD.,FULLERTON,Orange,127,63,56,17,116,75,50,1,33.897,-117.92906699999999
WHITTIER HOSPITAL MEDICAL CTR D/P SNF,555589,9080 COLIMA ROAD,WHITTIER,Los Angeles,0,1,0,0,22,15,9,0,33.950748,-118.005114
MOUNTAIN MANOR SENIOR RESIDENCE,555889,6101 FAIR OAKS BOULEVARD,CARMICHAEL,Sacramento,0,0,0,0,46,1,0,0,38.612067,-121.32876500000002
VILLA RANCHO BERNARDO CARE CENTER,555318,15720 BERNARDO CENTER DRIVE,SAN DIEGO,San Diego,49,84,108,5,278,35,13,0,33.004995,-117.093878
CALIFORNIA PARK REHABILITATION HOSPITAL,555625,2850 SIERRA SUNRISE TERRACE,CHICO,Butte,8,11,7,2,66,15,21,0,39.746701,-121.785088
MANORCARE HEALTH SERVICES (SUNNYVALE),555444,1150 TILTON DRIVE,SUNNYVALE,Santa Clara,2,2,17,0,92,2,4,0,37.356484,-122.03358800000001
PRESBYTERIAN INTERCOMM HOSP DP/SNF,555654,12401 WASHINGTON BLVD.,WHITTIER,Los Angeles,4,0,1,0,20,9,5,0,33.967433,-118.048143
FOOTHILL HEIGHTS CARE CENTER,555894,1515 NORTH FAIR OAKS AVE,PASADENA,Los Angeles,24,23,3,2,0,7,7,0,34.172053,-118.15069899999999
O'CONNOR HOSPITAL D/P SNF,555916,2105 FOREST AVENUE,SAN JOSE,Santa Clara,1,1,1,0,22,1,0,0,37.327054,-121.93715400000002
RIVERSIDE POSTACUTE CARE,555330,8781 LAKEVIEW AVENUE,RIVERSIDE,Riverside,104,0,0,0,136,46,1,0,33.971384,-117.475534
CORONA REGIONAL MEDICAL CENTER D/P SNF,555390,730 MAGNOLIA AVENUE,CORONA,Riverside,0,1,0,0,40,17,57,0,33.858714,-117.55465899999999
ROYAL OAKS CARE CENTER,555348,3565 E IMPERIAL  HWY,LYNWOOD,Los Angeles,71,51,23,17,62,30,39,0,33.930498,-118.20639100000001
THE GROVE CARE AND WELLNESS,555613,3401 LEMON STREET,RIVERSIDE,Riverside,20,73,3,1,30,11,17,0,33.984564,-117.36965600000002
"THE REDWOODS, A COMMUNITY OF SENIORS",555826,40 CAMINO ALTO,MILL VALLEY,Marin,0,10,3,0,29,2,8,0,37.894008,-122.529936
SOMERSET SUBACUTE AND CARE,555871,151 CLAYDELLE AVE,EL CAJON,San Diego,0,4,8,0,43,0,13,0,32.794153,-116.95881399999999
WINDSOR TERRACE OF WESTLAKE VILLAGE,555794,250 FAIRVIEW RD,THOUSAND OAKS,Ventura,6,0,5,0,78,17,4,0,34.165288,-118.840506
THE RIDGE POST ACUTE,555799,1355 CLAYTON ROAD,SAN JOSE,Santa Clara,19,1,12,10,38,16,3,0,37.356805,-121.80684900000001
SAN LUIS TRANSITIONAL CARE,555592,1575 BISHOP STREET,SAN LUIS OBISPO,San Luis Obispo,0,0,0,0,0,0,0,0,35.275112,-120.64491999999998
VALLEY CARE CENTER,555772,8515 CHOLLA AVE,YUCCA VALLEY,San Bernardino,27,12,17,9,36,16,16,0,34.096645,-116.433703
THE REHABILITATION CENTRE OF BEVERLY HILLS,555700,580 SOUTH SAN VICENTE BLVD.,LOS ANGELES,Los Angeles,30,0,14,5,72,41,0,0,34.066518,-118.37333
SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,555221,741 N. MAIN STREET,CEDARVILLE,Modoc,0,2,1,0,20,1,5,0,41.531931,-120.17189900000001
CLARA BALDWIN STOCKER HOME,555832,527 S VALINDA AVENUE,WEST COVINA,Los Angeles,23,0,17,10,18,22,2,0,34.065205,-117.92536599999998
GARDEN PARK CARE CENTER,555667,12681 HASTER STREET,GARDEN GROVE,Orange,57,11,22,11,97,61,7,1,33.778983,-117.906141
TURLOCK NURSING & REHABILITATION CENTER,555240,1111 E  TUOLUMNE ROAD,TURLOCK,Stanislaus,107,23,70,34,127,66,6,0,37.514616,-120.836546
GREATER EL MONTE COMMUNITY HOS,555634,1701 SANTA ANITA AVENUE,EL MONTE,Los Angeles,0,0,3,0,11,2,0,0,34.048705,-118.04245200000001
UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,555769,1515 SHASTA DRIVE,DAVIS,Yolo,0,0,7,0,29,7,0,0,38.559787,-121.77264700000002
LEGACY NURSING AND REHABILITATION CENTER,555684,1790 MUIR ROAD,MARTINEZ,Contra Costa,14,307,6,1,67,12,0,0,37.990359,-122.09110000000001
JONES CONVALESCENT HOSPITAL,555842,524 CALLAN AVENUE,SAN LEANDRO,Alameda,0,0,4,0,20,0,0,0,37.72734,-122.15103700000002
KERN RIVER TRANSITIONAL CARE,555912,5151 KNUDSEN DRIVE,BAKERSFIELD,Kern,3,422,28,0,94,22,18,0,35.406025,-119.058641
CHANNEL ISLANDS POST ACUTE,555875,3880 VIA LUCERO,SANTA BARBARA,Santa Barbara,33,0,7,2,104,21,0,0,34.442073,-119.75002100000002
TRELLIS CHINO,555910,5454 WALNUT AVENUE,CHINO,San Bernardino,2,52,2,0,46,11,0,0,34.02635,-117.68584400000002
"THE CARE CENTER ON HAZELTINE, LLC",555519,6835 HAZELTINE AVE.,VAN NUYS,Los Angeles,1,38,0,0,53,5,0,0,34.194959000000004,-118.440013
MOUNTAINS COMMUNITY HOSP DPSNF,555467,29101 HOSPITAL ROAD,LAKE ARROWHEAD,San Bernardino,0,2,0,0,19,0,2,0,34.2659,-117.167092
