Facility Name,Facility Name Normalized,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
Otterbein St Mary's,OTTERBEIN ST MARY'S,20201104,OH,AUGLAIZE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Acres of Wapakoneta,THE ACRES OF WAPAKONETA,20201104,OH,AUGLAIZE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancrest,VANCREST,20201104,OH,AUGLAIZE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wapakoneta Manor,WAPAKONETA MANOR,20201104,OH,AUGLAIZE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acuity,ACUITY,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria Place,ASTORIA PLACE,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont Manor,BELMONT MANOR,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland Pointe,CUMBERLAND POINTE,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Pointe,EMERALD POINTE,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Health,PARK HEALTH,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolling Hills,ROLLING HILLS,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadyside Care Center,SHADYSIDE CARE CENTER,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sienna Hills,SIENNA HILLS,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walton Home,WALTON HOME,20201104,OH,BELMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locust Ridge,LOCUST RIDGE,20201104,OH,BROWN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Valley Manor,OHIO VALLEY MANOR,20201104,OH,BROWN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Veterans Home,OHIO VETERANS HOME,20201104,OH,BROWN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Georgetown,VILLA GEORGETOWN,20201104,OH,BROWN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARLINGTON POINT,ARLINGTON POINT,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood-Hillandale,BIRCHWOOD-HILLANDALE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesterwood-Ashley Place,CHESTERWOOD-ASHLEY PLACE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doverwood-Ashley Place,DOVERWOOD-ASHLEY PLACE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Meadows,GLEN MEADOWS,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Years,GOLDEN YEARS,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawthorne Glen,HAWTHORNE GLEN,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritagespring,HERITAGESPRING,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knolls of Oxford,KNOLLS OF OXFORD,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy at Liberty Ridge,LEGACY AT LIBERTY RIDGE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAJESTIC CARE FKA Garden Manor,MAJESTIC CARE FKA GARDEN MANOR,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Living Mt Pleasant,OHIO LIVING MT PLEASANT,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford Healthcare,OXFORD HEALTHCARE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkside,PARKSIDE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Knoll Post Acute Care,WILLOW KNOLL POST ACUTE CARE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodland Country Manor,WOODLAND COUNTRY MANOR,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodridge,WOODRIDGE,20201104,OH,BUTLER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors of Minerva,ARBORS OF MINERVA,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll Healthcare Center,CARROLL HEALTHCARE CENTER,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Age Retreat,GOLDEN AGE RETREAT,20201104,OH,CARROLL,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAuley Nursing Home,MCAULEY NURSING HOME,20201104,OH,CHAMPAIGN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen View Healthcare Center,ALLEN VIEW HEALTHCARE CENTER,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Springfield,ARBORS AT SPRINGFIELD,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayspring of Miami Valley,DAYSPRING OF MIAMI VALLEY,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Glen Health Campus,FOREST GLEN HEALTH CAMPUS,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Run Senior Living,FOX RUN SENIOR LIVING,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwood,NORTHWOOD,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakwood Village,OAKWOOD VILLAGE,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Masonic Home,OHIO MASONIC HOME,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbrook Care Center,SOUTHBROOK CARE CENTER,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancrest at New Carlisle,VANCREST AT NEW CARLISLE,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Springfield,VILLA SPRINGFIELD,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooded Glen Health Campus,WOODED GLEN HEALTH CAMPUS,20201104,OH,CLARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors of Milford,ARBORS OF MILFORD,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batavia Nursing Care Center,BATAVIA NURSING CARE CENTER,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastgatespring Rehab Nursing Care Center,EASTGATESPRING REHABILITATION NURSING CARE CENTER,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florentine Gardens,FLORENTINE GARDENS,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Milford,LAURELS OF MILFORD,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia Springs Loveland,MAGNOLIA SPRINGS LOVELAND,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Nursing Home,MORRIS NURSING HOME,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein-Batavia,OTTERBEIN-BATAVIA,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein-Loveland,OTTERBEIN-LOVELAND,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sem Haven,SEM HAVEN,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siena Gardens Rehabilitation and Transitional Care,SIENA GARDENS REHABILITATION AND TRANSITIONAL CARE,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Atlantes,THE ATLANTES,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Glen,THE GLEN,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venetian Gardens,VENETIAN GARDENS,20201104,OH,CLERMONT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape May,CAPE MAY,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental Manor,CONTINENTAL MANOR,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Laurels of Blanchester,THE LAURELS OF BLANCHESTER,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington Nursing and Rehab Center,WILMINGTON NURSING AND REHABILITATION CENTER,20201104,OH,CLINTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auburn Skilled Nursing and Rehabilitation,AUBURN SKILLED NURSING AND REHABILITATION,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blossom Nursing and Rehabilitation,BLOSSOM NURSING AND REHABILITATION,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle of care,CIRCLE OF CARE,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem North,SALEM NORTH,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salem west,SALEM WEST,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Oaks Care Center,VALLEY OAKS CARE CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whispering Pines Village,WHISPERING PINES VILLAGE,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor House at Parkside Health Care Center,WINDSOR HOUSE AT PARKSIDE HEALTH CARE CENTER,20201104,OH,COLUMBIANA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Coshocton,ALTERCARE OF COSHOCTON,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lafayette Pointe,LAFAYETTE POINTE,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGNATURE HEALTHCARE,SIGNATURE HEALTHCARE,20201104,OH,COSHOCTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Bucyrus,ALTERCARE BUCYRUS,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestline Rehabilitation and Nursing Center,CRESTLINE REHABILITATION AND NURSING CENTER,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland Bucyrus,HEARTLAND BUCYRUS,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Creek Nursing and Rehabilitation,MILL CREEK NURSING AND REHABILITATION,20201104,OH,CRAWFORD,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accord Care Community,ACCORD CARE COMMUNITY,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algart Health Care Inc,ALGART HEALTH CARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altenheim,ALTENHEIM,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTERCARE OF MAYFIELD,ALTERCARE OF MAYFIELD,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristocrat,ARISTOCRAT,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenue Care Health and Rehab,AVENUE CARE HEALTH AND REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beachwood Pointe,BEACHWOOD POINTE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEREA ALZHEIMER,BEREA ALZHEIMER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadview Multicare,BROADVIEW MULTICARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Westlake Village SNF,BROOKDALE WESTLAKE VILLAGE SNF,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedarwood Plaza - Cleveland Heights,CEDARWOOD PLAZA - CLEVELAND HEIGHTS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cityview Nursing and Rehabilitation Center,CITYVIEW NURSING AND REHABILITATION CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplomats Healthcare,DIPLOMATS HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Park Retirement,EAST PARK RETIREMENT,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliza Bryant Center,ELIZA BRYANT CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliza Jennings,ELIZA JENNINGS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Prentis,ELIZABETH PRENTIS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENNIS COURT,ENNIS COURT,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euclid Beach,EUCLID BEACH,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfax healthcare,FAIRFAX HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALLING WATERS STRONGSVILLE,FALLING WATERS STRONGSVILLE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOREST HILLS,FOREST HILLS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Plaza,FRANKLIN PLAZA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Pointe,GRAND POINTE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANDE OAKS,GRANDE OAKS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANDE PAVILION,GRANDE PAVILION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbrier,GREENBRIER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Pointe Health Rehab,HIGHLAND POINTE HEALTH REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntington Woods,HUNTINGTON WOODS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings Nursing Home,JENNINGS NURSING HOME,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Tree,JOSHUA TREE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judson Park,JUDSON PARK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEMPER HOUSE HIGHLAND HTS,KEMPER HOUSE HIGHLAND HTS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemper House STRONGSVILLE,KEMPER HOUSE STRONGSVILLE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landerbrook,LANDERBROOK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeCare Westlake,LIFECARE WESTLAKE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Home at Concord Reserve,LUTHERAN HOME AT CONCORD RESERVE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANOR CARE PARMA,MANOR CARE PARMA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield Heights Healthcare,MAYFIELD HEIGHTS HEALTHCARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGregor at Overlook,MCGREGOR AT OVERLOOK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menorah Park,MENORAH PARK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTEFIORE,MONTEFIORE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT ALVERNA,MOUNT ALVERNA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St Joseph,MOUNT ST JOSEPH,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N Olmsted HC Lennox Ridge,N OLMSTED HC LENNOX RIDGE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normandy Care,NORMANDY CARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern Healthcare Center,NORTHWESTERN HEALTHCARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks of Brecksville,OAKS OF BRECKSVILLE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Neill Healthcare Bay Village,O'NEILL HEALTHCARE BAY VILLAGE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Neill Healthcare Fairview Park,O'NEILL HEALTHCARE FAIRVIEW PARK,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Neill Healthcare Lakewood,O'NEILL HEALTHCARE LAKEWOOD,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Neill Healthcare North Olmsted,O'NEILL HEALTHCARE NORTH OLMSTED,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKSIDE VILLA,PARKSIDE VILLA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParmaCare,PARMACARE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Lake Villa,PLEASANT LAKE VILLA,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant View LTC Legacy,PLEASANT VIEW LTC LEGACY,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rae Ann SUBURBAN,RAE ANN SUBURBAN,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rae Ann Westlake,RAE ANN WESTLAKE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND HTS PLACE,RICHMOND HTS PLACE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverview point care center,RIVERVIEW POINT CARE CENTER,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocky River Gardens,ROCKY RIVER GARDENS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seven Hills Health and Rehab,SEVEN HILLS HEALTH AND REHABILITATION,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaker Gardens,SHAKER GARDENS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singleton Nursing Home,SINGLETON NURSING HOME,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovene Home for the Aged,SLOVENE HOME FOR THE AGED,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solon Pointe,SOLON POINTE,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Hills,SOUTHERN HILLS,20201104,OH,CUYAHOGA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
